"study_id","analysis_id","tfl_id","programming_language","profile_version","plan_sha256","approval_payload_sha256","contract_sha256","dataset_binding_mode","actual_input_sha256","execution_status","run_status","computational_risk","raw_output_file","final_output_file","diagnostic_file","run_record_file","run_started_utc","run_finished_utc"
"fcn_159_002_luna","MMRM-02","T14-2-11-2","R","standard-mmrm-profile/v1","390B7B6FD8B1F9389611F96A609A10A6D68156D35E447E9DEC61A4C209E22EB0","DF5328CC62FACE241492B58C1CAA6462E43F919709F0D924CFEE5B91BA6BB4AF","59C6ED60E9EFF09D9D0F7CE20F7B7688B29EA1842AD44BB6FBA1881BF8806EC6","linked","1BB5929DEAB16C36C1AE3872D6552E60C447E8336DDFD5FFF9CCA04C3B925ACE","executed","complete","Green","T14-2-11-2_r_raw.csv","T14-2-11-2_r_final.csv","T14-2-11-2_r_diagnostic.csv","T14-2-11-2_r_run_record.csv","2026-08-26T02:33:08Z","2026-08-26T02:33:10Z"
