"study_id","analysis_id","tfl_id","title","profile_version","programming_language","plan_sha256","approval_payload_sha256","contract_sha256","dataset_binding_mode","dataset_file","dataset_format","expected_input_sha256","actual_input_sha256","covariance_path","selected_covariance","convergence_status","inference_complete","input_rows","population_filtered_rows","analysis_rows","missing_required_rows","subject_count","visit_level_count","treatment_level_count","derivation_count","run_status","computational_risk","risk_reason","run_started_utc","run_finished_utc"
"fcn_159_002_luna","MMRM-01","T14-2-10-1-2","PedsQL生活质量量表观测值及相对基线变化-MMRM-汇总（COA分析集）","standard-mmrm-profile/v1","R","390B7B6FD8B1F9389611F96A609A10A6D68156D35E447E9DEC61A4C209E22EB0","DF5328CC62FACE241492B58C1CAA6462E43F919709F0D924CFEE5B91BA6BB4AF","59C6ED60E9EFF09D9D0F7CE20F7B7688B29EA1842AD44BB6FBA1881BF8806EC6","linked","adqssum.sas7bdat","sas7bdat","1BB5929DEAB16C36C1AE3872D6552E60C447E8336DDFD5FFF9CCA04C3B925ACE","1BB5929DEAB16C36C1AE3872D6552E60C447E8336DDFD5FFF9CCA04C3B925ACE","PEDSQL_SUBJECT_TOTAL/UN=success | PEDSQL_PARENT_TOTAL/UN=success | PEDSQL_SUBJECT_PHYSICAL/UN=success | PEDSQL_PARENT_PHYSICAL/UN=success | PEDSQL_SUBJECT_EMOTIONAL/UN=success | PEDSQL_PARENT_EMOTIONAL/UN=success | PEDSQL_SUBJECT_SOCIAL/UN=success | PEDSQL_PARENT_SOCIAL/UN=success | PEDSQL_SUBJECT_SCHOOL/UN=success | PEDSQL_PARENT_SCHOOL/UN=success","UN","converged","yes",5276,5245,1677,628,43,6,1,0,"complete","Green","主协方差结构一次成功，推断字段完整。","2026-08-26T02:32:57Z","2026-08-26T02:33:07Z"
