"study_id","analysis_id","tfl_id","title","profile_version","programming_language","plan_sha256","approval_payload_sha256","contract_sha256","dataset_binding_mode","dataset_file","dataset_format","expected_input_sha256","actual_input_sha256","covariance_path","selected_covariance","convergence_status","inference_complete","input_rows","population_filtered_rows","analysis_rows","missing_required_rows","subject_count","visit_level_count","treatment_level_count","derivation_count","run_status","computational_risk","risk_reason","run_started_utc","run_finished_utc"
"fcn_159_002_luna","MMRM-04","T14-2-13-1-2","肌力评估观测值及相对基线变化-MMRM-汇总（COA分析集）","standard-mmrm-profile/v1","R","390B7B6FD8B1F9389611F96A609A10A6D68156D35E447E9DEC61A4C209E22EB0","DF5328CC62FACE241492B58C1CAA6462E43F919709F0D924CFEE5B91BA6BB4AF","59C6ED60E9EFF09D9D0F7CE20F7B7688B29EA1842AD44BB6FBA1881BF8806EC6","linked","admk.sas7bdat","sas7bdat","FD7577DA53D2C129B3C6A3B2DD41387FD05F9A9824601023C9D16FB4C357708D","FD7577DA53D2C129B3C6A3B2DD41387FD05F9A9824601023C9D16FB4C357708D","KENDTEN/UN=failed | KENDTEN/AR1=failed","","not_converged","no",2936,164,20,13,4,6,1,0,"fit_failed","Red","模型或推断未完成，不得把本次结果当作正式 TFL 使用。","2026-08-26T02:33:14Z","2026-08-26T02:33:16Z"
